,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
조코드명,상품코드,상품등록일,상품명▲,매입처,"파트너포탈
입력정보",매입단가,판매단가,발주,,,,,,영업점,,,,,"발주
확정일자","발주
확정자","운영재고
관리대상",이미지여부,상품분류,발주비고,
,,,,,,,,수량,단위,단위수량,총수량,총금액,최근정보,기간판매량,운영재고,직전한달판매량,총현재고,수신예정수량,,,,,,,
디지털,8800923115315,2020-05-22,[로지텍] 무선COMBO/MK240/NANO/WH+RED,디피이,정상(EA/1),"23,920 ","29,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923115322,2020-05-22,[로지텍] 무선COMBO/MK275,디피이,정상(EA/1),"35,920 ","44,900 ",2 ,EA(1),1 ,2 ,"71,840 ", /  [],0 ,0 ,2 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923110808,2018-07-12,[로지텍] 무선MOUSE/M171/BLUE/TWKOR,디피이,정상(EA/1),"13,520 ","16,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923110792,2018-07-12,[로지텍] 무선MOUSE/M171/GREY/TWKOR,디피이,정상(EA/1),"13,520 ","16,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923110815,2018-07-12,[로지텍] 무선MOUSE/M171/RED/TWKOR,디피이,정상(EA/1),"13,520 ","16,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923110686,2018-07-12,[로지텍] 무선MOUSE/M185/BLUE/TWKOR,디피이,정상(EA/1),"15,920 ","19,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923110693,2018-07-12,[로지텍] 무선MOUSE/M185/RED/TWKOR,디피이,정상(EA/1),"15,920 ","19,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923110679,2018-07-12,[로지텍] 무선MOUSE/M185/SWIFG GREY,디피이,정상(EA/1),"15,920 ","19,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923110716,2018-07-12,[로지텍] 무선MOUSE/M187/BLUE/TWKOR,디피이,정상(EA/1),"11,920 ","14,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923110709,2018-07-12,[로지텍] 무선MOUSE/M187/RED/TWKOR,디피이,정상(EA/1),"11,920 ","14,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923110655,2018-07-12,[로지텍] 무선MOUSE/M280/GREY,디피이,정상(EA/1),"21,520 ","26,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923110648,2018-07-12,[로지텍] 무선MOUSE/M280/RED,디피이,정상(EA/1),"21,520 ","26,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923111126,2018-07-12,[로지텍] 무선MOUSE/M337/BLUE/TWKR,디피이,정상(EA/1),"31,120 ","38,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923110839,2018-07-12,[로지텍] 무선MOUSE/M337/GREY/TWKR,디피이,정상(EA/1),"31,120 ","38,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923111133,2018-07-12,[로지텍] 무선MOUSE/M337/RED/TWKR,디피이,정상(EA/1),"31,120 ","38,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923110822,2018-07-12,[로지텍] 무선PRESENTER/R400-USB/TW+KOR,디피이,정상(EA/1),"52,000 ","65,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,프리젠테이션 소품, ,
디지털,0097855078896,2020-08-28,[로지텍] 무선마우스/B175,디피이,정상(EA/1),"15,920 ","19,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923115094,2020-05-22,[로지텍] 무선마우스/M171/BLUE,디피이,정상(EA/1),"13,520 ","16,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923115087,2020-05-22,[로지텍] 무선마우스/M171/GREY,디피이,정상(EA/1),"13,520 ","16,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923115070,2020-05-22,[로지텍] 무선마우스/M171/RED,디피이,정상(EA/1),"13,520 ","16,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923115063,2020-05-22,[로지텍] 무선마우스/M185/BLUE,디피이,정상(EA/1),"15,920 ","19,900 ",2 ,EA(1),1 ,2 ,"31,840 ", /  [],0 ,0 ,2 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923115056,2020-05-22,[로지텍] 무선마우스/M185/GREY,디피이,정상(EA/1),"15,920 ","19,900 ",0 ,EA(1),1 ,0 ,0 ,20250412 / 10 [발주확정],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923114882,2020-05-22,[로지텍] 무선마우스/M186,디피이,정상(EA/1),"15,120 ","18,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923115179,2020-05-22,[로지텍] 무선마우스/M187/BLACK/TWKOR,디피이,정상(EA/1),"15,920 ","19,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923115049,2020-05-22,[로지텍] 무선마우스/M187/BLUE,디피이,정상(EA/1),"15,920 ","19,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923114981,2020-05-22,[로지텍] 무선마우스/M187/RED,디피이,정상(EA/1),"15,920 ","19,900 ",1 ,EA(1),1 ,1 ,"15,920 ", /  [],0 ,0 ,1 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923114875,2020-05-22,[로지텍] 무선마우스/M235/그레이,디피이,정상(EA/1),"23,200 ","29,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923114868,2020-05-22,[로지텍] 무선마우스/M235/레드,디피이,정상(EA/1),"19,920 ","24,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923114851,2020-05-22,[로지텍] 무선마우스/M235/블루,디피이,정상(EA/0),"19,920 ","24,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923115223,2020-05-22,[로지텍] 무선마우스/M280/BLACK,디피이,정상(EA/1),"21,520 ","26,900 ",0 ,EA(1),1 ,0 ,0 ,20250412 / 10 [발주확정],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923115032,2020-05-22,[로지텍] 무선마우스/M280/GREY,디피이,정상(EA/1),"21,520 ","26,900 ",0 ,EA(1),1 ,0 ,0 ,20250412 / 10 [발주확정],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923115025,2020-05-22,[로지텍] 무선마우스/M280/RED,디피이,정상(EA/1),"21,520 ","26,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923115162,2020-05-22,[로지텍] 무선마우스/M337/BLACK/TWKR,디피이,정상(EA/1),"31,120 ","38,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923114844,2020-05-22,[로지텍] 무선마우스/M720,디피이,정상(EA/1),"63,920 ","79,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923115018,2020-05-22,[로지텍] 무선키보드/K270,디피이,정상(EA/1),"30,320 ","37,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,키보드/디지타이저, ,
디지털,8800923120227,2022-10-31,[로지텍] 무소음 마우스 MX Master 3S Graphite,디피이,정상(EA/1),"119,200 ","149,000 ",1 ,EA(1),1 ,1 ,"119,200 ", /  [],0 ,0 ,1 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923120234,2022-10-31,[로지텍] 무소음 마우스 MX Master 3S Pale Grey,디피이,정상(EA/1),"101,150 ","119,000 ",2 ,EA(1),1 ,2 ,"202,300 ", /  [],0 ,0 ,3 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923133395,2023-05-24,[로지텍] 무소음/블루투스 마우스 M240/로즈,디피이,정상(EA/1),"16,915 ","19,900 ",2 ,EA(1),1 ,2 ,"33,830 ",20250330 / 10 [발주확정],2 ,0 ,2 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923133302,2023-05-24,[로지텍] 무소음/블루투스 마우스 M240/블랙,디피이,정상(EA/1),"19,920 ","24,900 ",4 ,EA(1),1 ,4 ,"79,680 ", /  [],3 ,0 ,7 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923133388,2023-05-24,[로지텍] 무소음/블루투스 마우스 M240/화이트,디피이,정상(EA/1),"16,915 ","19,900 ",4 ,EA(1),1 ,4 ,"67,660 ",20250412 / 10 [발주확정],2 ,0 ,7 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923119931,2022-09-15,[로지텍] 블루 마이크 Yeti Aurora Collection OFF WHITE,디피이,정상(EA/1),"126,650 ","149,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,음향 주변기기 기타, ,
디지털,8800923119948,2022-09-15,[로지텍] 블루 마이크 Yeti Aurora Collection SWEET PINK,디피이,정상(EA/1),"126,650 ","149,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,음향 주변기기 기타, ,
디지털,8800923118132,2022-02-17,[로지텍] 블루투스 마우스 POP MOUSE/MINT,디피이,정상(EA/1),"31,920 ","39,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923118125,2022-02-17,[로지텍] 블루투스 마우스 POP MOUSE/YELLOW,디피이,정상(EA/1),"31,920 ","39,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923177757,2024-11-15,[로지텍] 블루투스 마우스 POP/그라파이트,디피이,정상(EA/1),"31,920 ","39,900 ",1 ,EA(1),1 ,1 ,"31,920 ", /  [],0 ,0 ,1 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923177771,2024-11-15,[로지텍] 블루투스 마우스 POP/라일락,디피이,정상(EA/1),"31,920 ","39,900 ",2 ,EA(1),1 ,2 ,"63,840 ", /  [],0 ,0 ,2 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923177764,2024-11-15,[로지텍] 블루투스 마우스 POP/화이트,디피이,정상(EA/1),"29,665 ","34,900 ",1 ,EA(1),1 ,1 ,"29,665 ", /  [],0 ,0 ,1 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923177788,2024-11-15,[로지텍] 블루투스 키보드 Keys-to-go 2/그라파이트,디피이,정상(EA/1),"87,200 ","109,000 ",3 ,EA(1),1 ,3 ,"261,600 ", /  [],2 ,0 ,5 ,0 ,0 ,,,N,N,블루투스 키보드, ,
디지털,8800923177702,2024-11-15,[로지텍] 블루투스 키보드 Keys-to-go 2/라일락,디피이,정상(EA/1),"87,200 ","109,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,블루투스 키보드, ,
디지털,8800923177719,2024-11-15,[로지텍] 블루투스 키보드 Keys-to-go 2/애플 그라파이트,디피이,정상(EA/1),"87,200 ","109,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,블루투스 키보드, ,
디지털,8800923177726,2024-11-15,[로지텍] 블루투스 키보드 Keys-to-go 2/애플 페일 그레이,디피이,정상(EA/1),"75,650 ","89,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,블루투스 키보드, ,
디지털,8800923177795,2024-11-15,[로지텍] 블루투스 키보드 Keys-to-go 2/페일 그레이,디피이,정상(EA/1),"75,650 ","89,000 ",1 ,EA(1),1 ,1 ,"75,650 ", /  [],1 ,0 ,1 ,0 ,0 ,,,N,N,블루투스 키보드, ,
디지털,0097855165688,2021-11-03,[로지텍] 블루투스 키보드 KEYS-TO-GO/BLACK,디피이,정상(EA/1),"55,920 ","69,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,블루투스 키보드, ,
디지털,0097855165671,2021-11-03,[로지텍] 블루투스 키보드 KEYS-TO-GO/PINK,디피이,정상(EA/1),"55,920 ","69,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,블루투스 키보드, ,
디지털,8800923177627,2024-11-15,[로지텍] 블루투스 키보드 POP ICON KEYS/그라파이트,디피이,정상(EA/1),"63,920 ","79,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,블루투스 키보드, ,
디지털,8800923177740,2024-11-15,[로지텍] 블루투스 키보드 POP ICON KEYS/라일락,디피이,정상(EA/1),"63,920 ","79,900 ",1 ,EA(1),1 ,1 ,"63,920 ", /  [],1 ,0 ,1 ,0 ,0 ,,,N,N,블루투스 키보드, ,
디지털,8800923177634,2024-11-15,[로지텍] 블루투스 키보드 POP ICON KEYS/화이트,디피이,정상(EA/1),"59,415 ","69,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,블루투스 키보드, ,
디지털,8800923118156,2022-02-17,[로지텍] 블루투스 키보드 POP KEYS/MINT,디피이,정상(EA/1),"103,200 ","129,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,블루투스 키보드, ,
디지털,8800923118149,2022-02-17,[로지텍] 블루투스 키보드 POP KEYS/YELLOW,디피이,정상(EA/1),"103,200 ","129,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,블루투스 키보드, ,
디지털,8800923120166,2022-10-20,[로지텍] 세일페스타 행사/K380/BLUE,디피이,정상(EA/1),"26,013 ","29,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,블루투스 키보드, ,
디지털,8800923120135,2022-10-20,[로지텍] 세일페스타 행사/K380/GREY,디피이,정상(EA/1),"26,013 ","29,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,블루투스 키보드, ,
디지털,8800923120142,2022-10-20,[로지텍] 세일페스타 행사/K380/PINK,디피이,정상(EA/1),"26,013 ","29,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,블루투스 키보드, ,
디지털,8800923120159,2022-10-20,[로지텍] 세일페스타 행사/K380/WHITE,디피이,정상(EA/1),"26,013 ","29,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,블루투스 키보드, ,
디지털,8800923120173,2022-10-20,[로지텍] 세일페스타 행사/M350/GRAPHITE,디피이,정상(EA/1),"21,663 ","24,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923120180,2022-10-20,[로지텍] 세일페스타 행사/M350/ROSE,디피이,정상(EA/1),"21,663 ","24,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923120197,2022-10-20,[로지텍] 세일페스타 행사/M350/WHITE,디피이,정상(EA/1),"21,663 ","24,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923133340,2023-05-24,[로지텍] 아이패드 키보드 케이스 Combo Touch for ipad Air4/그레이,디피이,정상(EA/1),"199,200 ","249,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,태블릿 케이스, ,
디지털,8800923133203,2023-05-24,[로지텍] 아이패드 키보드 케이스 Combo Touch for ipad Air4/샌드,디피이,정상(EA/1),"199,200 ","249,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,태블릿 케이스, ,
디지털,8800923133357,2023-05-24,"[로지텍] 아이패드 키보드 케이스 Combo Touch for iPad Pro 11""/그레이",디피이,정상(EA/1),"199,200 ","249,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,태블릿 케이스, ,
디지털,8800923133210,2023-05-24,"[로지텍] 아이패드 키보드 케이스 Combo Touch for iPad Pro 11""/샌드",디피이,정상(EA/1),"199,200 ","249,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,태블릿 케이스, ,
디지털,8800923133364,2023-05-24,"[로지텍] 아이패드 키보드 케이스 Combo Touch for iPad Pro 12.9""/그레이",디피이,정상(EA/1),"239,200 ","299,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,태블릿 케이스, ,
디지털,8800923133227,2023-05-24,"[로지텍] 아이패드 키보드 케이스 Combo Touch for iPad Pro 12.9""/샌드",디피이,정상(EA/1),"239,200 ","299,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,태블릿 케이스, ,
디지털,8800923133371,2023-05-24,[로지텍] 아이패드 키보드 케이스 Folio Touch for ipad Air4/그레이,디피이,정상(EA/1),"159,200 ","199,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,태블릿 케이스, ,
디지털,8800923133333,2023-05-24,[로지텍] 아이패드 키보드 케이스 Folio Touch for ipad Air4/샌드,디피이,정상(EA/1),"159,200 ","199,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,태블릿 케이스, ,
디지털,8800923144391,2023-10-06,[로지텍] 웹캠 BRIO 100/그라파이트,디피이,정상(EA/1),"39,920 ","49,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,PC카메라, ,
디지털,8800923144315,2023-10-06,[로지텍] 웹캠 BRIO 100/로즈,디피이,정상(EA/1),"33,915 ","39,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,PC카메라, ,
디지털,8800923144308,2023-10-06,[로지텍] 웹캠 BRIO 100/오프화이트,디피이,정상(EA/1),"33,915 ","39,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,PC카메라, ,
디지털,8800923133449,2023-05-24,[로지텍] 웹캠 Brio 300/그라파이트,디피이,정상(EA/1),"63,920 ","79,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,PC카메라, ,
디지털,8800923133463,2023-05-24,[로지텍] 웹캠 Brio 300/로즈,디피이,정상(EA/1),"59,415 ","69,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,PC카메라, ,
디지털,8800923133456,2023-05-24,[로지텍] 웹캠 Brio 300/오프화이트,디피이,정상(EA/1),"59,415 ","69,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,PC카메라, ,
디지털,8800923133319,2023-05-24,[로지텍] 웹캠 Brio 500/그라파이트,디피이,정상(EA/1),"127,200 ","159,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,PC카메라, ,
디지털,8800923133432,2023-05-24,[로지텍] 웹캠 Brio 500/로즈,디피이,정상(EA/1),"109,650 ","129,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,PC카메라, ,
디지털,8800923133326,2023-05-24,[로지텍] 웹캠 Brio 500/오프화이트,디피이,정상(EA/1),"109,650 ","129,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,PC카메라, ,
디지털,8800923114783,2020-05-22,[로지텍] 웹캠/C170,디피이,정상(EA/1),"23,920 ","29,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,PC카메라, ,
디지털,8800923114776,2020-05-22,[로지텍] 웹캠/C270,디피이,정상(EA/1),"31,920 ","39,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,PC카메라, ,
디지털,8800923119801,2022-09-15,[로지텍] 유선 기계식 게이밍 키보드 G713 - Linear,디피이,정상(EA/1),"159,200 ","199,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,키보드/디지타이저, ,
디지털,8800923119894,2022-09-15,[로지텍] 유선 기계식 게이밍 키보드 G713 - Tactile,디피이,정상(EA/1),"159,200 ","199,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,키보드/디지타이저, ,
디지털,8800923114929,2020-05-22,[로지텍] 유선 마우스/B100,디피이,정상(EA/1),"7,920 ","9,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923120890,2023-04-13,[로지텍] 유선 마우스/G502 X CORDED/BLACK,디피이,정상(EA/1),"79,200 ","99,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923120807,2023-04-13,[로지텍] 유선 마우스/G502 X CORDED/WHITE,디피이,정상(EA/1),"67,915 ","79,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923114912,2020-05-22,[로지텍] 유선 마우스/M105/블랙,디피이,정상(EA/1),"13,520 ","16,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923114899,2020-05-22,[로지텍] 유선 마우스/M105/핑크,디피이,정상(EA/1),"13,520 ","16,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923114905,2020-05-22,[로지텍] 유선 마우스/M105/화이트,디피이,정상(EA/1),"13,520 ","16,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,0097855074027,2019-06-12,[로지텍] 유선마우스/M90,디피이,정상(EA/1),"7,920 ","9,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923118439,2022-05-26,[로지텍] 인체공학 마우스 LIFT GRAPHITE,디피이,정상(EA/1),"79,200 ","99,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923166539,2024-04-15,[로지텍] 인체공학 마우스 LIFT LEFT GRAPHITE,디피이,정상(EA/1),"79,200 ","99,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923118446,2022-05-26,[로지텍] 인체공학 마우스 LIFT OFF WHITE,디피이,정상(EA/1),"67,150 ","79,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923118453,2022-05-26,[로지텍] 인체공학 마우스 LIFT ROSE,디피이,정상(EA/1),"67,150 ","79,000 ",1 ,EA(1),1 ,1 ,"67,150 ", /  [],1 ,0 ,1 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923114936,2020-05-22,[로지텍] 카카오 마우스/M238/어피치,디피이,정상(EA/1),"19,920 ","24,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,마우스, ,
디지털,8800923114967,2020-05-22,[로지텍] 카카오 키보드/K240/라이언,디피이,정상(EA/1),"19,920 ","24,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,키보드/디지타이저, ,
디지털,8800923114974,2020-05-22,[로지텍] 카카오 키보드/K240/어피치,디피이,정상(EA/1),"12,665 ","14,900 ",4 ,EA(1),1 ,4 ,"50,660 ", /  [],2 ,0 ,6 ,0 ,0 ,,,N,N,키보드/디지타이저, ,
디지털,8800923144483,2023-11-02,[로지텍] 키보드 MX KEYS BOLT 호환 라이트팩,디피이,정상(EA/1),"127,200 ","159,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,블루투스 키보드, ,
디지털,8800923115001,2020-05-22,[로지텍] 프리젠터/R400-USB,디피이,정상(EA/1),"52,000 ","65,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,프리젠테이션 소품, ,
디지털,8800923114820,2020-05-22,[로지텍] 프리젠터/R500/그레이,디피이,정상(EA/1),"55,920 ","69,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,프리젠테이션 소품, ,
디지털,8800923114837,2020-05-22,[로지텍] 프리젠터/R500/블랙,디피이,정상(EA/1),"55,920 ","69,900 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,프리젠테이션 소품, ,
디지털,8800923114806,2020-05-22,[로지텍] 프리젠터/스포트라이트/골드,디피이,정상(EA/0),"119,200 ","149,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,프리젠테이션 소품, ,
디지털,8800923114813,2020-05-22,[로지텍] 프리젠터/스포트라이트/블랙,디피이,정상(EA/1),"119,200 ","149,000 ",0 ,EA(1),1 ,0 ,0 , /  [],0 ,0 ,0 ,0 ,0 ,,,N,N,프리젠테이션 소품, ,
